AL,perfumery,2018,6,2018-06-01,1,1,0,0,100.000000,0.000000,39,27,-12,-12,-12,1,-12,0,0,0,5,5,NULL
AL,pet_shop,2017,9,2017-09-01,1,1,0,0,100.000000,0.000000,30,26,-4,-4,-4,1,-4,0,0,0,4,4,NULL
AL,pet_shop,2018,1,2018-01-01,1,1,0,0,100.000000,0.000000,35,29,-6,-6,-6,1,-6,0,0,0,5,5,NULL
AL,sports_leisure,2017,6,2017-06-01,2,2,0,0,100.000000,0.000000,35.5,22,-13.5,-13,-14,2,-13.5,0,0,0,4.5,4.5,NULL
AL,sports_leisure,2017,12,2017-12-01,1,1,0,0,100.000000,0.000000,38,19,-19,-19,-19,1,-19,0,0,0,4,4,NULL
AL,telephony,2017,6,2017-06-01,1,0,1,0,0.000000,100.000000,30,34,4,4,4,0,NULL,1,0,0,1,NULL,1
AL,telephony,2017,10,2017-10-01,1,1,0,0,100.000000,0.000000,27,24,-3,-3,-3,1,-3,0,0,0,5,5,NULL
AL,telephony,2017,11,2017-11-01,2,2,0,0,100.000000,0.000000,32.5,22,-10.5,-6,-15,2,-10.5,0,0,0,5,5,NULL
AL,toys,2018,4,2018-04-01,1,1,0,0,100.000000,0.000000,24,4,-20,-20,-20,1,-20,0,0,0,3,3,NULL
AL,watches_gifts,2017,7,2017-07-01,1,1,0,0,100.000000,0.000000,31,30,-1,-1,-1,1,-1,0,0,0,4,4,NULL
AL,watches_gifts,2017,8,2017-08-01,2,2,0,0,100.000000,0.000000,28.5,20,-8.5,-5,-12,2,-8.5,0,0,0,5,5,NULL
AL,watches_gifts,2018,7,2018-07-01,1,1,0,0,100.000000,0.000000,26,21,-5,-5,-5,1,-5,0,0,0,5,5,NULL
AL,watches_gifts,2018,8,2018-08-01,1,1,0,0,100.000000,0.000000,27,21,-6,-6,-6,1,-6,0,0,0,5,5,NULL
AM,art,2018,5,2018-05-01,1,1,0,0,100.000000,0.000000,56,34,-22,-22,-22,1,-22,0,0,0,5,5,NULL
AM,auto,2017,9,2017-09-01,1,1,0,0,100.000000,0.000000,44,27,-17,-17,-17,1,-17,0,0,0,2,2,NULL
AM,auto,2018,7,2018-07-01,2,4,0,0,200.000000,0.000000,38.3,23.3,-15,-15,-15,4,-15,0,0,0,5,5,NULL
AM,baby,2017,11,2017-11-01,1,1,0,0,100.000000,0.000000,55,29,-26,-26,-26,1,-26,0,0,0,5,5,NULL
AM,bed_bath_table,2017,2,2017-02-01,2,2,0,0,100.000000,0.000000,49,12.5,-36.5,-35,-38,2,-36.5,0,0,0,5,5,NULL
AM,bed_bath_table,2017,4,2017-04-01,1,1,0,0,100.000000,0.000000,37,25,-12,-12,-12,1,-12,0,0,0,2,2,NULL
AM,bed_bath_table,2018,3,2018-03-01,1,1,0,0,100.000000,0.000000,47,42,-5,-5,-5,1,-5,0,0,0,5,5,NULL
AM,computers,2017,11,2017-11-01,1,1,0,0,100.000000,0.000000,54,33,-21,-21,-21,1,-21,0,0,0,4,4,NULL
AM,computers_accessories,2017,7,2017-07-01,1,3,0,0,300.000000,0.000000,39,13,-26,-26,-26,3,-26,0,0,0,4,4,NULL
AM,computers_accessories,2017,9,2017-09-01,1,1,0,0,100.000000,0.000000,54,18,-36,-36,-36,1,-36,0,0,0,5,5,NULL
AM,cool_stuff,2017,3,2017-03-01,1,0,1,0,0.000000,100.000000,40,40,0,0,0,0,NULL,0,0,0,5,NULL,5
AM,costruction_tools_garden,2018,6,2018-06-01,1,1,0,0,100.000000,0.000000,60,8,-52,-52,-52,1,-52,0,0,0,4,4,NULL
AM,electronics,2018,3,2018-03-01,1,1,0,0,100.000000,0.000000,42,27,-15,-15,-15,1,-15,0,0,0,5,5,NULL
AM,electronics,2018,4,2018-04-01,1,1,0,0,100.000000,0.000000,42,32,-10,-10,-10,1,-10,0,0,0,5,5,NULL
AM,food,2017,5,2017-05-01,1,0,1,0,0.000000,100.000000,35,139,104,104,104,0,NULL,0,0,1,1,NULL,1
AM,furniture_decor,2017,4,2017-04-01,1,1,0,0,100.000000,0.000000,36,25,-11,-11,-11,1,-11,0,0,0,5,5,NULL
AM,furniture_decor,2018,4,2018-04-01,1,1,0,0,100.000000,0.000000,55,31,-24,-24,-24,1,-24,0,0,0,3,3,NULL
AM,garden_tools,2017,10,2017-10-01,1,1,0,0,100.000000,0.000000,50,12,-38,-38,-38,1,-38,0,0,0,5,5,NULL
AM,health_beauty,2017,8,2017-08-01,1,1,0,0,100.000000,0.000000,35,26,-9,-9,-9,1,-9,0,0,0,4,4,NULL
AM,health_beauty,2017,12,2017-12-01,1,1,0,0,100.000000,0.000000,55,39,-16,-16,-16,1,-16,0,0,0,5,5,NULL
AM,home_construction,2018,8,2018-08-01,1,1,0,0,100.000000,0.000000,50,20,-30,-30,-30,1,-30,0,0,0,1,1,NULL
AM,luggage_accessories,2018,1,2018-01-01,1,1,0,0,100.000000,0.000000,62,20,-42,-42,-42,1,-42,0,0,0,2,2,NULL
AM,musical_instruments,2017,11,2017-11-01,1,1,0,0,100.000000,0.000000,50,32,-18,-18,-18,1,-18,0,0,0,5,5,NULL
AM,office_furniture,2017,9,2017-09-01,1,1,0,0,100.000000,0.000000,44,25,-19,-19,-19,1,-19,0,0,0,5,5,NULL
AM,perfumery,2017,3,2017-03-01,1,1,0,0,100.000000,0.000000,43,36,-7,-7,-7,1,-7,0,0,0,5,5,NULL
AM,perfumery,2018,7,2018-07-01,1,1,0,0,100.000000,0.000000,42,20,-22,-22,-22,1,-22,0,0,0,5,5,NULL
AL,fixed_telephony,2017,6,2017-06-01,1,0,1,0,0.000000,100.000000,30,30,0,0,0,0,NULL,0,0,0,5,NULL,5
AL,furniture_decor,2017,2,2017-02-01,3,3,0,0,100.000000,0.000000,38.3,28.7,-9.7,-4,-17,3,-9.7,0,0,0,5,5,NULL
AL,furniture_decor,2018,1,2018-01-01,2,2,0,0,100.000000,0.000000,27,22.5,-4.5,-1,-8,2,-4.5,0,0,0,2,2,NULL
AL,furniture_decor,2018,2,2018-02-01,1,0,1,0,0.000000,100.000000,30,36,6,6,6,0,NULL,1,0,0,1,NULL,1
AL,furniture_decor,2018,3,2018-03-01,2,0,3,0,0.000000,150.000000,25.7,30.3,4.7,6,4,0,NULL,3,0,0,2.33,NULL,2.33
AL,furniture_decor,2018,7,2018-07-01,1,1,0,0,100.000000,0.000000,26,25,-1,-1,-1,1,-1,0,0,0,4,4,NULL
AL,health_beauty,2017,7,2017-07-01,3,1,2,0,33.330000,66.670000,32.7,34.3,1.7,5,-1,1,-1,2,0,0,3,5,2
AL,health_beauty,2017,12,2017-12-01,3,3,0,0,100.000000,0.000000,37.3,23,-14.3,-5,-25,3,-14.3,0,0,0,4.67,4.67,NULL
AL,home_appliances,2017,8,2017-08-01,1,0,1,0,0.000000,100.000000,28,28,0,0,0,0,NULL,0,0,0,5,NULL,5
AL,home_appliances_2,2018,3,2018-03-01,1,1,0,0,100.000000,0.000000,26,7,-19,-19,-19,1,-19,0,0,0,5,5,NULL
